Open,Close
0.561261449,0.560531303
0.563269139,0.591726816
0.585127732,0.595847578
0.60273419,0.596015136
0.595106505,0.59111159
0.600841423,0.589016022
0.588115725,0.575963166
0.577400968,0.574402396
0.57000642,0.548238808
0.552277283,0.545378777
0.546994001,0.542506523
0.533532123,0.505392926
0.510568938,0.494187767
0.494769221,0.498552513
0.501132801,0.48304755
0.497372531,0.473504863
0.472043334,0.497370702
0.504629046,0.495621752
0.492122137,0.493188402
0.49444626,0.494155009
0.508740277,0.504514164
0.522615175,0.498772587
0.498657323,0.496358432
0.486051786,0.493258131
0.494508277,0.497590777
0.480434273,0.507835529
0.507038116,0.494107481
0.498697632,0.507705132
0.503616521,0.520921889
0.519468991,0.536262386
0.539128541,0.544468191
0.535654532,0.529866997
0.522110843,0.516782035
0.504285205,0.497394299
0.505204268,0.507568809
0.50086361,0.49793979
0.499147586,0.498211173
0.494764902,0.496485678
0.494371629,0.492747235
0.49331037,0.490335828
0.464023221,0.448514688
0.432209837,0.422589668
0.410241553,0.428321413
0.429155698,0.421801794
0.418815646,0.431324286
0.437378396,0.431685083
0.429488738,0.426745665
0.418408045,0.414803863
0.408668715,0.400991594
0.403536075,0.391719285
0.378747704,0.378958675
0.371642928,0.390116435
0.393548972,0.368052421
0.372542722,0.385233519
0.378838506,0.3595391
0.350256734,0.344218675
0.355108259,0.357018123
0.360765204,0.371167521
0.379750938,0.384085546
0.378530516,0.372063149
0.371470483,0.361482112
0.370237561,0.363654495
0.363927084,0.358976025
0.364383408,0.389450929
0.386400524,0.396286046
0.393259607,0.39188887
0.389656053,0.385836045
0.38926278,0.382997099
0.384827432,0.380146176
0.379540161,0.386277611
0.380783549,0.39312436
0.386883867,0.403789315
0.417750781,0.436640252
0.441030581,0.449234046
0.45065194,0.443829317
0.43661819,0.46663001
0.47270673,0.454421759
0.459290099,0.449790512
0.446949694,0.441533645
0.447267135,0.444013276
0.444738647,0.43494861
0.43571204,0.435282987
0.433865279,0.447820828
0.449937346,0.460723656
0.460686618,0.464456319
0.473210418,0.458552657
0.457829661,0.452587637
0.466346844,0.450791176
0.448674727,0.439033124
0.430384054,0.437920263
0.43866151,0.428085259
0.430325822,0.432797106
0.429204235,0.432403169
0.436046971,0.458163629
0.452604458,0.453620262
0.450123518,0.463535976
0.462807387,0.481835819
0.479115734,0.462067383
0.470107263,0.46303399
0.465012802,0.474721166
0.471987388,0.480914934
0.484070143,0.503542975
0.504010021,0.505642806
0.503616748,0.511429441
0.514916349,0.496704274
0.494036014,0.486092878
0.472280273,0.477896449
0.473867215,0.477502512
0.483904558,0.47316119
0.466449247,0.463433626
0.454576766,0.456264524
0.461641235,0.457232984
0.456515019,0.464936383
0.461527199,0.46051017
0.453003674,0.454006199
0.456692052,0.473695264
0.470986069,0.468686944
0.461966165,0.45690604
0.449377176,0.450377046
0.457147342,0.464849087
0.466774451,0.46644849
0.464393122,0.473296295
0.471905144,0.483891816
0.488222922,0.496124831
0.492234975,0.504996113
0.506048959,0.490953669
0.492699993,0.498050502
0.500366418,0.507472823
0.506085656,0.496021964
0.491520174,0.493761209
0.491751525,0.49399028
0.493848915,0.49793615
0.495933959,0.506110317
0.506543593,0.499611333
0.500067497,0.497371198
0.491654304,0.492642887
0.488767263,0.492870468
0.492729941,0.494954849
0.494192001,0.493942468
0.493798728,0.497247711
0.495868511,0.499304757
0.513571257,0.516329996
0.520236974,0.533339218
0.530248663,0.540863964
0.540048286,0.527969361
0.528889694,0.535566481
0.546496152,0.555152987
0.530388919,0.507430297
0.509037944,0.508827448
0.510425073,0.500625538
0.502871779,0.496586359
0.495214463,0.490057411
0.490534593,0.479057927
0.47452481,0.484306722
0.490362689,0.453054634
0.45102184,0.461859371
0.459187014,0.448272069
0.447572143,0.448546118
0.455126081,0.46521422
0.464492395,0.447758245
0.450381735,0.469561174
0.485146722,0.493471108
0.488443469,0.497317033
0.500157314,0.499329837
0.497365957,0.503120007
0.505906845,0.498541963
0.49416977,0.492716461
0.487701123,0.491715345
0.482393811,0.490713549
0.485690558,0.49395596
0.491387518,0.514262814
0.511163061,0.512127742
0.513668303,0.533909092
0.530880507,0.557936712
0.560799567,0.543578426
0.52560963,0.524879621
0.519553761,0.507242586
0.508221676,0.538020224
0.544840802,0.547958334
0.549288888,0.543240049
0.545134195,0.532977354
0.532731597,0.540275896
0.546500503,0.54584407
0.547180165,0.542748874
0.539227334,0.520768884
0.5216769,0.528787912
0.524650614,0.510271963
0.500784235,0.495248545
0.484308604,0.508329328
0.501753143,0.495054157
0.466905116,0.485683284
0.484337946,0.475532949
0.484548187,0.486703772
0.493713141,0.500545658
0.509619317,0.500151721
0.498223887,0.488521324
0.487179306,0.501697571
0.504414192,0.51508176
0.510901755,0.517511105
0.516733838,0.506302829
0.504963466,0.505333228
0.507438829,0.511235863
0.508758904,0.499915696
0.499159341,0.485369829
0.486419759,0.469178753
0.475803635,0.469401675
0.474802503,0.488357229
0.489979307,0.486775616
0.488996107,0.489936221
0.488012153,0.486581933
0.481075083,0.476595385
0.48068181,0.472556206
0.467552856,0.471552126
0.470831537,0.476018548
0.464920112,0.471374395
0.47065439,0.475230674
0.486439851,0.496141715
0.500574038,0.500361416
0.496732506,0.499393083
0.498066336,0.509238429
0.506784924,0.512770463
0.507519073,0.519035886
0.5160546,0.520293061
0.522254823,0.516038066
0.513050757,0.502743831
0.499713625,0.501781377
0.494162705,0.505917478
0.511870938,0.508334127
0.507573591,0.509059983
0.496998954,0.508666046
0.504542375,0.504905123
0.497923746,0.507318616
0.505440262,0.505242081
0.496567441,0.491756927
0.487548274,0.483809092
0.481907131,0.490969053
0.486761728,0.488842028
0.484042872,0.487289315
0.478377133,0.479297329
0.481505026,0.472979186
0.470473036,0.474963373
0.474836037,0.47752623
0.47915422,0.477721582
0.480516401,0.48839394
0.485352647,0.469816156
0.469700016,0.461595442
0.451100838,0.44454358
0.443235423,0.433369289
0.436528941,0.427172569
0.426513812,0.420907714
0.421566201,0.421824392
0.419864028,0.418147468
0.417500942,0.414448814
0.421691864,0.422602101
0.415396874,0.411001362
0.419599836,0.389501504
0.395105503,0.375717052
0.3715502,0.367403574
0.372591647,0.390401566
0.384230099,0.378802689
0.371805101,0.378408752
0.374268976,0.366553006
0.365978903,0.367606246
0.368471638,0.369375235
0.371662623,0.364646015
0.36624417,0.371456807
0.370161265,0.379573739
0.378278861,0.38128505
0.377181842,0.370989809
0.375378132,0.381196982
0.373570433,0.366617676
0.354415958,0.352364385
0.348105427,0.326946242
0.33029934,0.330425306
0.32681487,0.326935387
0.326421597,0.325764431
0.319787999,0.305542361
0.313075532,0.328849558
0.333697024,0.337630182
0.33558514,0.329602516
0.371757862,0.417153913
0.407410085,0.408957484
0.410286948,0.410525599
0.405309479,0.400243428
0.398293599,0.393821277
0.385753992,0.388007238
0.400166631,0.379371331
0.37531195,0.371301064
0.366491519,0.374410975
0.365389546,0.325663147
0.331259137,0.329863419
0.286462701,0.279828756
0.290198247,0.29923937
0.251357363,0.271407133
0.276921451,0.297641799
0.30758392,0.300478888
0.30480782,0.317491756
0.310743739,0.310049959
0.314265891,0.293628986
0.272419178,0.263888832
0.256534105,0.279639038
0.290753832,0.285063967
0.286265517,0.320541967
0.319270991,0.307686338
0.304836247,0.30965273
0.302858188,0.318590315
0.32420745,0.343727462
0.337308272,0.344065071
0.342797414,0.342939588
0.341672595,0.331442301
0.30484439,0.303349
0.283547772,0.298983622
0.315731534,0.336212971
0.331981234,0.339503628
0.329350841,0.317350821
0.306799629,0.331319176
0.334507895,0.349215501
0.352245688,0.366466302
0.371407994,0.375007319
0.376464361,0.36498445
0.346774001,0.344757904
0.346380728,0.331186022
0.334359035,0.311122396
0.290994515,0.282149241
0.271823563,0.285823691
0.300517622,0.303729331
0.315581553,0.310317639
0.310601096,0.283018503
0.225002184,0.20919443
0.200350445,0.186660204
0.180461544,0.128971637
0.115428115,0.149121084
0.140398605,0.160245996
0.167208668,0.161918176
0.169861111,0.148997499
0.160274509,0.160098335
0.160911126,0.161766255
0.168681292,0.168522562
0.168288019,0.172169047
0.177915112,0.166719484
0.163436414,0.140250818
0.140074565,0.156700563
0.162649868,0.145846004
0.14354336,0.124952965
0.135679329,0.143999904
0.14487098,0.178384826
0.17117812,0.162944608
0.169783822,0.181533976
0.196687797,0.222517026
0.246787838,0.256980413
0.247251483,0.247240399
0.222291847,0.199191396
0.211907312,0.213668429
0.218800179,0.237407861
0.225588351,0.231750723
0.230514272,0.232237822
0.234510818,0.237968211
0.219032141,0.204318544
0.213203994,0.229292342
0.230701744,0.253882066
0.250965433,0.239858678
0.234289654,0.236867356
0.231276311,0.229480263
0.230883038,0.20750026
0.209932802,0.209856077
0.196599817,0.204870766
0.199007647,0.193282342
0.184449111,0.168729118
0.16551717,0.162358972
0.185574612,0.192100531
0.193696223,0.193589834
0.208091445,0.226814358
0.218509437,0.227298363
0.232176831,0.222499136
0.230047447,0.231746176
0.228783832,0.222595414
0.216044264,0.227473929
0.219209721,0.204734897
0.205338534,0.210698918
0.194825352,0.188161162
0.189763493,0.176316308
0.171221135,0.165190286
0.170827862,0.16182896
0.164563686,0.170284827
0.175844084,0.142857282
0.151824391,0.175310966
0.167305452,0.164205798
0.166912179,0.198964025
0.201405805,0.194886834
0.19274791,0.191712562
0.191427832,0.181937496
0.183557791,0.187193331
0.185981446,0.192386039
0.203069259,0.199345169
0.197221349,0.197123078
0.194996573,0.196729141
0.193685049,0.193580357
0.191450155,0.207706526
0.2127209,0.217932447
0.214091296,0.226219275
0.226730915,0.226685203
0.220297906,0.212353054
0.220771914,0.218104951
0.21690037,0.238226693
0.241192958,0.258344247
0.257140993,0.273774438
0.272571848,0.281108623
0.276057549,0.281480987
0.260761245,0.296171136
0.294970538,0.298740167
0.293833753,0.302025437
0.294183992,0.295731697
0.298228614,0.293107293
0.300772204,0.30667459
0.305477312,0.308449835
0.313704934,0.318762952
0.313311661,0.306939957
0.308626521,0.321493755
0.320999887,0.329444927
0.331687422,0.328360843
0.31599391,0.314670141
0.326774276,0.331014152
0.326381003,0.332673621
0.33556397,0.330911695
0.329721057,0.349996377
0.353396579,0.338276168
0.338432752,0.328358143
0.324414638,0.318255139
0.314961909,0.328256594
0.335907039,0.339388596
0.334164238,0.339664435
0.337137962,0.34260608
0.341420754,0.330779226
0.337691898,0.341152887
0.33930265,0.337418911
0.328808017,0.310177517
0.297549402,0.297614041
0.303626395,0.316412224
0.320088635,0.33651294
0.341320366,0.343428112
0.340265296,0.33772909
0.34053382,0.354374825
0.352551378,0.353980888
0.365526185,0.384202369
0.38664824,0.380768898
0.37898206,0.379153989
0.369967921,0.371370763
0.372052966,0.369734561
0.364187551,0.368718332
0.368788102,0.372046523
0.375180847,0.380838369
0.380272099,0.377401197
0.375006685,0.370246268
0.36284816,0.37232147
0.374831774,0.365731702
0.365184654,0.376435592
0.368513509,0.362443796
0.35560392,0.35128313
0.337144183,0.354715739
0.343278411,0.3466392
0.344180475,0.331846376
0.337931562,0.338703697
0.350458923,0.356306575
0.350702983,0.343771463
0.347114829,0.341433246
0.348640927,0.356385798
0.346968882,0.357877453
0.359218526,0.357483516
0.368101933,0.343738528
0.331502391,0.318917267
0.32112874,0.313081105
0.319389573,0.318129393
0.314256916,0.321778601
0.319948921,0.313265414
0.310057407,0.3149137
0.312396379,0.329905593
0.323451422,0.33213978
0.327036946,0.317117123
0.311897278,0.300957656
0.29630948,0.300563719
0.293807967,0.28961347
0.279128022,0.276979896
0.254991403,0.270720795
0.265868336,0.270326858
0.262494431,0.267715607
0.267305679,0.256085235
0.259460675,0.239523605
0.237591729,0.218359928
0.222081946,0.208081
0.214365503,0.231249502
0.219677277,0.219619109
0.203644865,0.212689138
0.21236536,0.207336487
0.206191661,0.223283859
0.222942928,0.241819647
0.232088886,0.216837097
0.213249253,0.210719453
0.194551125,0.180680941
0.182150425,0.171483969
0.173000328,0.188543794
0.194218025,0.204184992
0.209646227,0.181716184
0.177966343,0.194176392
0.201427697,0.174814682
0.179790787,0.193388519
0.190556745,0.180140436
0.178135412,0.179746499
0.17947825,0.188811112
0.185969761,0.19350196
0.192367757,0.182886212
0.186889699,0.203556889
0.200771122,0.174292442
0.177511885,0.174771887
0.165724594,0.145644716
0.147278836,0.148015782
0.149635316,0.153106356
0.147410541,0.144462905
0.159699139,0.172802203
0.173416136,0.174150426
0.175624795,0.197530084
0.176958638,0.184541015
0.176565365,0.172968615
0.166598245,0.161140573
0.109505467,0.101298746
0.103171535,0.090783015
0.08555264,0.089365562
0.089266162,0.091016615
0.084766094,0.083428292
0.084372821,0.087158086
0.081913431,0.08881333
0.091766409,0.085342488
0.058901,0.014346858
0.004864565,0.00558956
0.008072716,-0.005767076
-0.000764629,-0.012356843
-0.008510968,-0.009024088
-0.003990202,-0.003267863
-0.005607494,-0.002440828
-0.004776748,-0.00773676
-0.005170021,-0.009363713
-0.012952584,-0.019733063
-0.015833421,-0.005237547
-0.005128868,-0.015508339
-0.012893275,-0.014656976
-0.012050425,0.030110419
0.030135165,0.026295693
0.008905563,0.022457456
0.017880237,0.012760934
0.017486964,-0.004341042
-0.006663724,0.003688827
0.002581846,0.000902543
-0.000203773,-0.007955945
-0.009061598,-0.009570854
-0.009454871,-0.012415774
-0.015983155,-0.020235582
-0.02509398,-0.034536879
-0.038210574,-0.029828736
-0.029663643,-0.04177648
-0.044178539,-0.050023975
-0.049807457,-0.053063418
-0.056823337,-0.062828437
-0.054557032,-0.060526952
-0.065674567,-0.071790872
-0.082598288,-0.090368646
-0.085800554,-0.069839015
-0.076430625,-0.099777415
-0.095110026,-0.097281174
-0.091223676,-0.058874492
-0.04941505,-0.040941756
-0.051115512,-0.037494449
-0.03351197,-0.040445934
-0.041538972,-0.02693251
-0.068254117,-0.078485099
-0.074082221,-0.073384448
-0.077215224,-0.083433881
-0.078984012,-0.082436998
-0.091930267,-0.102663544
-0.100870749,-0.129770074
-0.132385182,-0.124103337
-0.119202973,-0.108199515
-0.109286577,-0.117417237
-0.115545014,-0.131345822
-0.129392036,-0.133266476
-0.132824829,-0.15713892
-0.150274003,-0.141758655
-0.139746416,-0.142152592
-0.144790881,-0.147226746
-0.149879019,-0.138303652
-0.144022217,-0.154323846
-0.149095707,-0.146843612
-0.204088653,-0.224833999
-0.216871929,-0.223406442
-0.220862337,-0.236692425
-0.241516189,-0.220571115
-0.223457201,-0.248801572
-0.265383779,-0.341120192
-0.330858288,-0.360207933
-0.370899381,-0.351167581
-0.34528203,-0.365780528
-0.362070255,-0.356650376
-0.35537116,-0.368978043
-0.355764433,-0.374226383
-0.370444436,-0.353137266
-0.351878053,-0.362965492
-0.36403662,-0.36098413
-0.359690525,-0.370947728
-0.372017528,-0.386048594
-0.382167199,-0.393961462
-0.390004771,-0.381885937
-0.38049674,-0.392230441
-0.39581648,-0.368109688
-0.381283286,-0.408325649
-0.409391465,-0.424510357
-0.425575509,-0.427585263
-0.418011062,-0.412104866
-0.41316869,-0.423025498
-0.421436134,-0.426086105
-0.413955236,-0.40553456
-0.404038845,-0.426873979
-0.427935147,-0.424601245
-0.42566175,-0.404158823
-0.392623551,-0.384550112
-0.357030052,-0.347190252
-0.330389741,-0.312482093
-0.288741445,-0.334524413
-0.326809451,-0.328324854
-0.320723158,-0.317919245
-0.31050028,-0.314057841
-0.317236177,-0.322998987
-0.319761648,-0.321242385
-0.313785414,-0.313125486
-0.307889252,-0.305150984
-0.302071271,-0.309711608
-0.306596794,-0.295671567
-0.288658093,-0.28401674
-0.279150062,-0.284410677
-0.283480359,-0.309199672
-0.325049161,-0.271499076
-0.282294518,-0.293592651
-0.292628467,-0.304170229
-0.307279311,-0.312863104
-0.333101819,-0.33681603
-0.335673743,-0.311563294
-0.282296246,-0.285581974
-0.288606742,-0.293944199
-0.290988087,-0.274650572
-0.271847644,-0.25983418
-0.251600063,-0.260228117
-0.255683386,-0.268169359
-0.257931947,-0.270468104
-0.269603882,-0.261409927
-0.26058069,-0.267453636
-0.272295236,-0.260328642
-0.263236395,-0.253315043
-0.247053581,-0.250045964
-0.267782354,-0.30433818
-0.293326018,-0.306768777
-0.274261601,-0.253055928
-0.259616116,-0.242579882
-0.234733273,-0.23233513
-0.226400288,-0.238020117
-0.232011036,-0.252803522
-0.252014647,-0.269896583
-0.261582481,-0.279814654
-0.275109704,-0.280208591
-0.275502977,-0.296228785
-0.291341525,-0.280996465
-0.283952547,-0.281390402
-0.28049965,-0.287587106
-0.286673329,-0.284105058
-0.285132366,-0.269288666
-0.262880235,-0.251298197
-0.245155601,-0.255315335
-0.258162144,-0.255709272
-0.253110722,-0.26342934
-0.257127196,-0.243929171
-0.241418914,-0.266065643
-0.26894359,-0.285329771
-0.278717992,-0.283804322
-0.279111265,-0.299763703
-0.298811984,-0.314186603
-0.311158006,-0.300551577
-0.295676945,-0.308913803
-0.30792847,-0.323565311
-0.320468077,-0.328108645
-0.31881636,-0.322291328
-0.319209633,-0.322685265
-0.321647896,-0.298978174
-0.296087264,-0.297415164
-0.296480537,-0.291983797
-0.292997825,-0.288531565
-0.287632883,-0.290844888
-0.288026156,-0.285502585
-0.292250862,-0.291632762
-0.294570917,-0.282502565
-0.281630034,-0.27913709
-0.274560489,-0.264769821
-0.26942885,-0.285574736
-0.282809853,-0.305276118
-0.300413267,-0.311610713
-0.31063003,-0.306063992
-0.315007384,-0.304493292
-0.305499352,-0.304887229
-0.307857263,-0.327328804
-0.326288547,-0.338075068
-0.336991453,-0.353332131
-0.350043668,-0.351575529
-0.359057837,-0.360627683
-0.357281911,-0.299468599
-0.302404249,-0.292199513
-0.289412369,-0.296410304
-0.309038809,-0.314349884
-0.319333387,-0.322743984
-0.329828004,-0.339532817
-0.334319656,-0.331662111
-0.33884518,-0.340320691
-0.341317456,-0.318307641
-0.333446086,-0.326733872
-0.327729309,-0.329156207
-0.322086298,-0.315521181
-0.314542904,-0.300349673
-0.297526265,-0.287510291
-0.292248405,-0.295423159
-0.292641678,-0.288298165
-0.289289619,-0.263232081
-0.26599907,-0.197303764
-0.207698547,-0.169032227
-0.161300546,-0.142315413
-0.126909283,-0.141322388
-0.136800797,-0.151506838
-0.152494308,-0.112531742
-0.103182242,-0.109024492
-0.119161208,-0.097894212
-0.09887969,-0.071187917
-0.055661813,-0.060905274
-0.058380669,-0.047409443
-0.106429016,-0.114895363
-0.102990856,-0.084900171
-0.072548248,-0.081622154
-0.076542945,-0.091868617
-0.085441912,-0.099781485
-0.120069082,-0.09390179
-0.092393728,-0.089332912
-0.080531498,-0.089726849
-0.095667839,-0.098838338
-0.097309581,-0.091750846
-0.089028514,-0.097119944
-0.095602358,-0.102539044
-0.104778785,-0.096659349
-0.097634204,-0.109680237
-0.115795888,-0.106252503
-0.102175487,-0.110468111
-0.106351877,-0.092039266
-0.100455765,-0.104902666
-0.100849038,-0.112930331
-0.113901203,-0.106954761
-0.104141852,-0.108616125
-0.08724947,-0.095241967
-0.090075835,-0.090721864
-0.084408405,-0.093566784
-0.100714907,-0.119155003
-0.107366078,-0.103028998
-0.095320881,-0.097211651
-0.090824145,-0.085409874
-0.080386708,-0.087010112
-0.081971848,-0.094703441
-0.095667009,-0.095097378
-0.092397237,-0.093046325
-0.095229537,-0.109550686
-0.106748133,-0.098736194
-0.097240101,-0.09790009
-0.097633374,-0.106968367
-0.105434183,-0.101151021
-0.100876925,-0.11026251
-0.081944139,-0.054845332
-0.052443426,-0.070063575
-0.068711033,-0.061282951
-0.06110417,-0.058279397
-0.058107576,-0.064348731
-0.065303668,-0.035909875
-0.1123257,-0.106777766
-0.11021894,-0.123566629
-0.127090271,-0.155717269
-0.152587898,-0.160226451
-0.159802553,-0.151070312
-0.152021265,-0.135505463
-0.129953715,-0.145146682
-0.140791223,-0.136293336
-0.133330938,-0.143274978
-0.138946186,-0.138391826
-0.140653519,-0.140099823
-0.137114928,-0.137869084
-0.140126005,-0.151526386
-0.15787748,-0.155968924
-0.154211195,-0.153660154
-0.157307174,-0.162206438
-0.167276687,-0.162600375
-0.160811116,-0.157544672
-0.159843845,-0.140626643
-0.149484026,-0.158332546
-0.159273539,-0.162808134
-0.162384208,-0.171466747
-0.169636325,-0.167711253
-0.170029598,-0.170867658
-0.169043528,-0.168499127
-0.1639573,-0.166145807
-0.167082817,-0.176221951
-0.181365892,-0.203882302
-0.210752801,-0.199870928
-0.199346093,-0.20614728
-0.207081634,-0.223084099
-0.216430398,-0.223478036
-0.222884345,-0.217792877
-0.217216944,-0.203304741
-0.18552924,-0.180772048
-0.173369531,-0.164635537
-0.153517143,-0.141215472
-0.142145178,-0.148111445
-0.156956213,-0.157752664
-0.158681043,-0.14759213
-0.139463947,-0.149293256
-0.148913117,-0.145775833
-0.14670222,-0.135886611
-0.133010038,-0.133742473
-0.13975663,-0.149561814
-0.153104014,-0.155205138
-0.156128869,-0.154281553
-0.152579944,-0.140407319
-0.137508051,-0.143365361
-0.146864454,-0.147630312
-0.157701961,-0.15454324
-0.154153036,-0.148418186
-0.15323912,-0.143657413
-0.140745063,-0.14405135
-0.14368936,-0.143164877
-0.149224092,-0.149993934
-0.149617365,-0.168859611
-0.165759957,-0.178751789
-0.170169312,-0.160326319
-0.162562422,-0.155470868
-0.151190457,-0.137914146
-0.131327755,-0.132050185
-0.123110767,-0.123812567
-0.121070947,-0.124206504
-0.194510523,-0.198224013
-0.194903796,-0.221810526
